dataset,split,sample_id,method,rule_leakage,judge_leakage,final_leakage,leakage_conflict,judge_leakage_coverage,leakage_matched_rules,leakage_hit_count
mathdial,test,mathdial:931d90376952d8618274,ablate_misconception_risk,False,,False,,0.0,,0
mathdial,test,mathdial:931d90376952d8618274,ablate_state_conflict_risk,False,,False,,0.0,,0
mathdial,test,mathdial:931d90376952d8618274,ablate_state_commit,False,,False,,0.0,,0
mathdial,test,mathdial:931d90376952d8618274,ablate_confidence_weighted_commit,False,,False,,0.0,,0
mathdial,test,mathdial:931d90376952d8618274,replace_pedagogical_risk_with_difficulty,False,,False,,0.0,,0
mathdial,test,mathdial:931d90376952d8618274,replace_two_phase_commit_with_naive_memory,False,,False,,0.0,,0
bridge,test,bridge:0077886b13417d2402a9,ours_full,False,,False,,0.0,,0
bridge,test,bridge:0077886b13417d2402a9,ablate_risk_estimator,False,,False,,0.0,,0
bridge,test,bridge:0077886b13417d2402a9,ablate_qos_routing,False,,False,,0.0,,0
bridge,test,bridge:0077886b13417d2402a9,ablate_budget_controller,False,,False,,0.0,,0
bridge,test,bridge:0077886b13417d2402a9,ablate_leakage_risk,False,,False,,0.0,,0
bridge,test,bridge:0077886b13417d2402a9,ablate_misconception_risk,False,,False,,0.0,,0
bridge,test,bridge:0077886b13417d2402a9,ablate_state_conflict_risk,False,,False,,0.0,,0
bridge,test,bridge:0077886b13417d2402a9,ablate_state_commit,False,,False,,0.0,,0
bridge,test,bridge:0077886b13417d2402a9,ablate_confidence_weighted_commit,False,,False,,0.0,,0
bridge,test,bridge:0077886b13417d2402a9,replace_pedagogical_risk_with_difficulty,False,,False,,0.0,,0
bridge,test,bridge:0077886b13417d2402a9,replace_two_phase_commit_with_naive_memory,False,,False,,0.0,,0
bridge,test,bridge:07f6566fd744ddb0589a,ours_full,False,,False,,0.0,,0
bridge,test,bridge:07f6566fd744ddb0589a,ablate_risk_estimator,False,,False,,0.0,,0
bridge,test,bridge:07f6566fd744ddb0589a,ablate_qos_routing,False,,False,,0.0,,0
bridge,test,bridge:07f6566fd744ddb0589a,ablate_budget_controller,False,,False,,0.0,,0
bridge,test,bridge:07f6566fd744ddb0589a,ablate_leakage_risk,False,,False,,0.0,,0
bridge,test,bridge:07f6566fd744ddb0589a,ablate_misconception_risk,False,,False,,0.0,,0
bridge,test,bridge:07f6566fd744ddb0589a,ablate_state_conflict_risk,False,,False,,0.0,,0
bridge,test,bridge:07f6566fd744ddb0589a,ablate_state_commit,False,,False,,0.0,,0
bridge,test,bridge:07f6566fd744ddb0589a,ablate_confidence_weighted_commit,False,,False,,0.0,,0
bridge,test,bridge:07f6566fd744ddb0589a,replace_pedagogical_risk_with_difficulty,False,,False,,0.0,,0
bridge,test,bridge:07f6566fd744ddb0589a,replace_two_phase_commit_with_naive_memory,False,,False,,0.0,,0
bridge,test,bridge:0e4e41f8f181836a5dd9,ours_full,False,,False,,0.0,,0
bridge,test,bridge:0e4e41f8f181836a5dd9,ablate_risk_estimator,False,,False,,0.0,,0
bridge,test,bridge:0e4e41f8f181836a5dd9,ablate_qos_routing,False,,False,,0.0,,0
bridge,test,bridge:0e4e41f8f181836a5dd9,ablate_budget_controller,False,,False,,0.0,,0
bridge,test,bridge:0e4e41f8f181836a5dd9,ablate_leakage_risk,False,,False,,0.0,,0
bridge,test,bridge:0e4e41f8f181836a5dd9,ablate_misconception_risk,False,,False,,0.0,,0
bridge,test,bridge:0e4e41f8f181836a5dd9,ablate_state_conflict_risk,False,,False,,0.0,,0
bridge,test,bridge:0e4e41f8f181836a5dd9,ablate_state_commit,False,,False,,0.0,,0
bridge,test,bridge:0e4e41f8f181836a5dd9,ablate_confidence_weighted_commit,False,,False,,0.0,,0
bridge,test,bridge:0e4e41f8f181836a5dd9,replace_pedagogical_risk_with_difficulty,False,,False,,0.0,,0
bridge,test,bridge:0e4e41f8f181836a5dd9,replace_two_phase_commit_with_naive_memory,False,,False,,0.0,,0
misconception,test,misconception:01174ae669e93eec6ce2,ours_full,False,,False,,0.0,,0
misconception,test,misconception:01174ae669e93eec6ce2,ablate_risk_estimator,False,,False,,0.0,,0
misconception,test,misconception:01174ae669e93eec6ce2,ablate_qos_routing,False,,False,,0.0,,0
misconception,test,misconception:01174ae669e93eec6ce2,ablate_budget_controller,False,,False,,0.0,,0
misconception,test,misconception:01174ae669e93eec6ce2,ablate_leakage_risk,False,,False,,0.0,,0
misconception,test,misconception:01174ae669e93eec6ce2,ablate_misconception_risk,False,,False,,0.0,,0
misconception,test,misconception:01174ae669e93eec6ce2,ablate_state_conflict_risk,False,,False,,0.0,,0
misconception,test,misconception:01174ae669e93eec6ce2,ablate_state_commit,False,,False,,0.0,,0
misconception,test,misconception:01174ae669e93eec6ce2,ablate_confidence_weighted_commit,False,,False,,0.0,,0
misconception,test,misconception:01174ae669e93eec6ce2,replace_pedagogical_risk_with_difficulty,False,,False,,0.0,,0
misconception,test,misconception:01174ae669e93eec6ce2,replace_two_phase_commit_with_naive_memory,False,,False,,0.0,,0
misconception,test,misconception:0a16e2703911fec2c13e,ours_full,False,,False,,0.0,,0
misconception,test,misconception:0a16e2703911fec2c13e,ablate_risk_estimator,False,,False,,0.0,,0
misconception,test,misconception:0a16e2703911fec2c13e,ablate_qos_routing,False,,False,,0.0,,0
misconception,test,misconception:0a16e2703911fec2c13e,ablate_budget_controller,False,,False,,0.0,,0
misconception,test,misconception:0a16e2703911fec2c13e,ablate_leakage_risk,False,,False,,0.0,,0
misconception,test,misconception:0a16e2703911fec2c13e,ablate_misconception_risk,False,,False,,0.0,,0
misconception,test,misconception:0a16e2703911fec2c13e,ablate_state_conflict_risk,False,,False,,0.0,,0
misconception,test,misconception:0a16e2703911fec2c13e,ablate_state_commit,False,,False,,0.0,,0
misconception,test,misconception:0a16e2703911fec2c13e,ablate_confidence_weighted_commit,False,,False,,0.0,,0
misconception,test,misconception:0a16e2703911fec2c13e,replace_pedagogical_risk_with_difficulty,False,,False,,0.0,,0
misconception,test,misconception:0a16e2703911fec2c13e,replace_two_phase_commit_with_naive_memory,False,,False,,0.0,,0
misconception,test,misconception:17d6aa24f7c86b1fb86b,ours_full,False,,False,,0.0,,0
misconception,test,misconception:17d6aa24f7c86b1fb86b,ablate_risk_estimator,False,,False,,0.0,,0
misconception,test,misconception:17d6aa24f7c86b1fb86b,ablate_qos_routing,False,,False,,0.0,,0
misconception,test,misconception:17d6aa24f7c86b1fb86b,ablate_budget_controller,False,,False,,0.0,,0
misconception,test,misconception:17d6aa24f7c86b1fb86b,ablate_leakage_risk,False,,False,,0.0,,0
misconception,test,misconception:17d6aa24f7c86b1fb86b,ablate_misconception_risk,False,,False,,0.0,,0
misconception,test,misconception:17d6aa24f7c86b1fb86b,ablate_state_conflict_risk,False,,False,,0.0,,0
misconception,test,misconception:17d6aa24f7c86b1fb86b,ablate_state_commit,False,,False,,0.0,,0
misconception,test,misconception:17d6aa24f7c86b1fb86b,ablate_confidence_weighted_commit,False,,False,,0.0,,0
misconception,test,misconception:17d6aa24f7c86b1fb86b,replace_pedagogical_risk_with_difficulty,False,,False,,0.0,,0
misconception,test,misconception:17d6aa24f7c86b1fb86b,replace_two_phase_commit_with_naive_memory,False,,False,,0.0,,0
mathdial,test,mathdial:41e862e9c1ca7d0d9919,ours_full,False,,False,,0.0,,0
mathdial,test,mathdial:41e862e9c1ca7d0d9919,ablate_risk_estimator,False,,False,,0.0,,0
mathdial,test,mathdial:41e862e9c1ca7d0d9919,ablate_qos_routing,False,,False,,0.0,,0
mathdial,test,mathdial:41e862e9c1ca7d0d9919,ablate_budget_controller,False,,False,,0.0,,0
mathdial,test,mathdial:41e862e9c1ca7d0d9919,ablate_leakage_risk,False,,False,,0.0,,0
mathdial,test,mathdial:41e862e9c1ca7d0d9919,ablate_misconception_risk,False,,False,,0.0,,0
mathdial,test,mathdial:41e862e9c1ca7d0d9919,ablate_state_conflict_risk,False,,False,,0.0,,0
mathdial,test,mathdial:41e862e9c1ca7d0d9919,ablate_state_commit,False,,False,,0.0,,0
mathdial,test,mathdial:41e862e9c1ca7d0d9919,ablate_confidence_weighted_commit,False,,False,,0.0,,0
mathdial,test,mathdial:41e862e9c1ca7d0d9919,replace_pedagogical_risk_with_difficulty,False,,False,,0.0,,0
mathdial,test,mathdial:41e862e9c1ca7d0d9919,replace_two_phase_commit_with_naive_memory,False,,False,,0.0,,0
mathdial,test,mathdial:f919e4c377603e32777a,ours_full,False,,False,,0.0,,0
mathdial,test,mathdial:f919e4c377603e32777a,ablate_risk_estimator,False,,False,,0.0,,0
mathdial,test,mathdial:f919e4c377603e32777a,ablate_qos_routing,False,,False,,0.0,,0
mathdial,test,mathdial:f919e4c377603e32777a,ablate_budget_controller,False,,False,,0.0,,0
mathdial,test,mathdial:f919e4c377603e32777a,ablate_leakage_risk,False,,False,,0.0,,0
mathdial,test,mathdial:f919e4c377603e32777a,ablate_misconception_risk,False,,False,,0.0,,0
mathdial,test,mathdial:f919e4c377603e32777a,ablate_state_conflict_risk,False,,False,,0.0,,0
mathdial,test,mathdial:f919e4c377603e32777a,ablate_state_commit,False,,False,,0.0,,0
mathdial,test,mathdial:f919e4c377603e32777a,ablate_confidence_weighted_commit,False,,False,,0.0,,0
mathdial,test,mathdial:f919e4c377603e32777a,replace_pedagogical_risk_with_difficulty,False,,False,,0.0,,0
mathdial,test,mathdial:f919e4c377603e32777a,replace_two_phase_commit_with_naive_memory,False,,False,,0.0,,0
mathdial,test,mathdial:952491d54a65bba316ac,ours_full,False,,False,,0.0,,0
mathdial,test,mathdial:952491d54a65bba316ac,ablate_risk_estimator,False,,False,,0.0,,0
mathdial,test,mathdial:952491d54a65bba316ac,ablate_qos_routing,False,,False,,0.0,,0
mathdial,test,mathdial:952491d54a65bba316ac,ablate_budget_controller,False,,False,,0.0,,0
mathdial,test,mathdial:952491d54a65bba316ac,ablate_leakage_risk,False,,False,,0.0,,0
mathdial,test,mathdial:952491d54a65bba316ac,ablate_misconception_risk,False,,False,,0.0,,0
mathdial,test,mathdial:952491d54a65bba316ac,ablate_state_conflict_risk,False,,False,,0.0,,0
mathdial,test,mathdial:952491d54a65bba316ac,ablate_state_commit,False,,False,,0.0,,0
mathdial,test,mathdial:952491d54a65bba316ac,ablate_confidence_weighted_commit,False,,False,,0.0,,0
mathdial,test,mathdial:952491d54a65bba316ac,replace_pedagogical_risk_with_difficulty,False,,False,,0.0,,0
mathdial,test,mathdial:952491d54a65bba316ac,replace_two_phase_commit_with_naive_memory,False,,False,,0.0,,0
bridge,test,bridge:01e9a977bd9a65ca99fb,ours_full,False,,False,,0.0,,0
bridge,test,bridge:01e9a977bd9a65ca99fb,ablate_risk_estimator,False,,False,,0.0,,0
bridge,test,bridge:01e9a977bd9a65ca99fb,ablate_qos_routing,False,,False,,0.0,,0
bridge,test,bridge:01e9a977bd9a65ca99fb,ablate_budget_controller,False,,False,,0.0,,0
bridge,test,bridge:01e9a977bd9a65ca99fb,ablate_leakage_risk,False,,False,,0.0,,0
bridge,test,bridge:01e9a977bd9a65ca99fb,ablate_misconception_risk,False,,False,,0.0,,0
bridge,test,bridge:01e9a977bd9a65ca99fb,ablate_state_conflict_risk,False,,False,,0.0,,0
bridge,test,bridge:01e9a977bd9a65ca99fb,ablate_state_commit,False,,False,,0.0,,0
bridge,test,bridge:01e9a977bd9a65ca99fb,ablate_confidence_weighted_commit,False,,False,,0.0,,0
bridge,test,bridge:01e9a977bd9a65ca99fb,replace_pedagogical_risk_with_difficulty,False,,False,,0.0,,0
bridge,test,bridge:01e9a977bd9a65ca99fb,replace_two_phase_commit_with_naive_memory,False,,False,,0.0,,0
bridge,test,bridge:083e75e6e211d18e42c6,ours_full,False,,False,,0.0,,0
bridge,test,bridge:083e75e6e211d18e42c6,ablate_risk_estimator,False,,False,,0.0,,0
bridge,test,bridge:083e75e6e211d18e42c6,ablate_qos_routing,False,,False,,0.0,,0
bridge,test,bridge:083e75e6e211d18e42c6,ablate_budget_controller,False,,False,,0.0,,0
bridge,test,bridge:083e75e6e211d18e42c6,ablate_leakage_risk,False,,False,,0.0,,0
bridge,test,bridge:083e75e6e211d18e42c6,ablate_misconception_risk,False,,False,,0.0,,0
bridge,test,bridge:083e75e6e211d18e42c6,ablate_state_conflict_risk,False,,False,,0.0,,0
bridge,test,bridge:083e75e6e211d18e42c6,ablate_state_commit,False,,False,,0.0,,0
bridge,test,bridge:083e75e6e211d18e42c6,ablate_confidence_weighted_commit,False,,False,,0.0,,0
bridge,test,bridge:083e75e6e211d18e42c6,replace_pedagogical_risk_with_difficulty,False,,False,,0.0,,0
bridge,test,bridge:083e75e6e211d18e42c6,replace_two_phase_commit_with_naive_memory,False,,False,,0.0,,0
bridge,test,bridge:0f3f943874d44e40d3f3,ours_full,False,,False,,0.0,,0
bridge,test,bridge:0f3f943874d44e40d3f3,ablate_risk_estimator,False,,False,,0.0,,0
bridge,test,bridge:0f3f943874d44e40d3f3,ablate_qos_routing,False,,False,,0.0,,0
bridge,test,bridge:0f3f943874d44e40d3f3,ablate_budget_controller,False,,False,,0.0,,0
bridge,test,bridge:0f3f943874d44e40d3f3,ablate_leakage_risk,False,,False,,0.0,,0
bridge,test,bridge:0f3f943874d44e40d3f3,ablate_misconception_risk,False,,False,,0.0,,0
bridge,test,bridge:0f3f943874d44e40d3f3,ablate_state_conflict_risk,False,,False,,0.0,,0
bridge,test,bridge:0f3f943874d44e40d3f3,ablate_state_commit,False,,False,,0.0,,0
bridge,test,bridge:0f3f943874d44e40d3f3,ablate_confidence_weighted_commit,False,,False,,0.0,,0
bridge,test,bridge:0f3f943874d44e40d3f3,replace_pedagogical_risk_with_difficulty,False,,False,,0.0,,0
bridge,test,bridge:0f3f943874d44e40d3f3,replace_two_phase_commit_with_naive_memory,False,,False,,0.0,,0
misconception,test,misconception:01f7370dbcee577f0994,ours_full,False,,False,,0.0,,0
misconception,test,misconception:01f7370dbcee577f0994,ablate_risk_estimator,False,,False,,0.0,,0
misconception,test,misconception:01f7370dbcee577f0994,ablate_qos_routing,False,,False,,0.0,,0
misconception,test,misconception:01f7370dbcee577f0994,ablate_budget_controller,False,,False,,0.0,,0
misconception,test,misconception:01f7370dbcee577f0994,ablate_leakage_risk,False,,False,,0.0,,0
misconception,test,misconception:01f7370dbcee577f0994,ablate_misconception_risk,False,,False,,0.0,,0
misconception,test,misconception:01f7370dbcee577f0994,ablate_state_conflict_risk,False,,False,,0.0,,0
misconception,test,misconception:01f7370dbcee577f0994,ablate_state_commit,False,,False,,0.0,,0
misconception,test,misconception:01f7370dbcee577f0994,ablate_confidence_weighted_commit,False,,False,,0.0,,0
misconception,test,misconception:01f7370dbcee577f0994,replace_pedagogical_risk_with_difficulty,False,,False,,0.0,,0
misconception,test,misconception:01f7370dbcee577f0994,replace_two_phase_commit_with_naive_memory,False,,False,,0.0,,0
misconception,test,misconception:0d379d94a24b2a458f02,ours_full,False,,False,,0.0,,0
misconception,test,misconception:0d379d94a24b2a458f02,ablate_risk_estimator,False,,False,,0.0,,0
misconception,test,misconception:0d379d94a24b2a458f02,ablate_qos_routing,False,,False,,0.0,,0
misconception,test,misconception:0d379d94a24b2a458f02,ablate_budget_controller,False,,False,,0.0,,0
misconception,test,misconception:0d379d94a24b2a458f02,ablate_leakage_risk,False,,False,,0.0,,0
misconception,test,misconception:0d379d94a24b2a458f02,ablate_misconception_risk,False,,False,,0.0,,0
misconception,test,misconception:0d379d94a24b2a458f02,ablate_state_conflict_risk,False,,False,,0.0,,0
misconception,test,misconception:0d379d94a24b2a458f02,ablate_state_commit,False,,False,,0.0,,0
misconception,test,misconception:0d379d94a24b2a458f02,ablate_confidence_weighted_commit,False,,False,,0.0,,0
misconception,test,misconception:0d379d94a24b2a458f02,replace_pedagogical_risk_with_difficulty,False,,False,,0.0,,0
misconception,test,misconception:0d379d94a24b2a458f02,replace_two_phase_commit_with_naive_memory,False,,False,,0.0,,0
misconception,test,misconception:18ee18aaf51e0d8503c1,ours_full,False,,False,,0.0,,0
misconception,test,misconception:18ee18aaf51e0d8503c1,ablate_risk_estimator,False,,False,,0.0,,0
misconception,test,misconception:18ee18aaf51e0d8503c1,ablate_qos_routing,False,,False,,0.0,,0
misconception,test,misconception:18ee18aaf51e0d8503c1,ablate_budget_controller,False,,False,,0.0,,0
misconception,test,misconception:18ee18aaf51e0d8503c1,ablate_leakage_risk,False,,False,,0.0,,0
misconception,test,misconception:18ee18aaf51e0d8503c1,ablate_misconception_risk,False,,False,,0.0,,0
misconception,test,misconception:18ee18aaf51e0d8503c1,ablate_state_conflict_risk,False,,False,,0.0,,0
misconception,test,misconception:18ee18aaf51e0d8503c1,ablate_state_commit,False,,False,,0.0,,0
misconception,test,misconception:18ee18aaf51e0d8503c1,ablate_confidence_weighted_commit,False,,False,,0.0,,0
misconception,test,misconception:18ee18aaf51e0d8503c1,replace_pedagogical_risk_with_difficulty,False,,False,,0.0,,0
misconception,test,misconception:18ee18aaf51e0d8503c1,replace_two_phase_commit_with_naive_memory,False,,False,,0.0,,0
mathdial,test,mathdial:e99accc4f3e264bf3922,ours_full,False,,False,,0.0,,0
mathdial,test,mathdial:e99accc4f3e264bf3922,ablate_risk_estimator,False,,False,,0.0,,0
mathdial,test,mathdial:e99accc4f3e264bf3922,ablate_qos_routing,False,,False,,0.0,,0
mathdial,test,mathdial:e99accc4f3e264bf3922,ablate_budget_controller,False,,False,,0.0,,0
mathdial,test,mathdial:e99accc4f3e264bf3922,ablate_leakage_risk,False,,False,,0.0,,0
mathdial,test,mathdial:e99accc4f3e264bf3922,ablate_misconception_risk,False,,False,,0.0,,0
mathdial,test,mathdial:e99accc4f3e264bf3922,ablate_state_conflict_risk,False,,False,,0.0,,0
mathdial,test,mathdial:e99accc4f3e264bf3922,ablate_state_commit,False,,False,,0.0,,0
mathdial,test,mathdial:e99accc4f3e264bf3922,ablate_confidence_weighted_commit,False,,False,,0.0,,0
mathdial,test,mathdial:e99accc4f3e264bf3922,replace_pedagogical_risk_with_difficulty,False,,False,,0.0,,0
mathdial,test,mathdial:e99accc4f3e264bf3922,replace_two_phase_commit_with_naive_memory,False,,False,,0.0,,0
mathdial,test,mathdial:4d20be649bb5cf7669c4,ours_full,False,,False,,0.0,,0
mathdial,test,mathdial:4d20be649bb5cf7669c4,ablate_risk_estimator,False,,False,,0.0,,0
mathdial,test,mathdial:4d20be649bb5cf7669c4,ablate_qos_routing,False,,False,,0.0,,0
mathdial,test,mathdial:4d20be649bb5cf7669c4,ablate_budget_controller,False,,False,,0.0,,0
mathdial,test,mathdial:4d20be649bb5cf7669c4,ablate_leakage_risk,False,,False,,0.0,,0
mathdial,test,mathdial:4d20be649bb5cf7669c4,ablate_misconception_risk,False,,False,,0.0,,0
mathdial,test,mathdial:4d20be649bb5cf7669c4,ablate_state_conflict_risk,False,,False,,0.0,,0
mathdial,test,mathdial:4d20be649bb5cf7669c4,ablate_state_commit,False,,False,,0.0,,0
mathdial,test,mathdial:4d20be649bb5cf7669c4,ablate_confidence_weighted_commit,False,,False,,0.0,,0
mathdial,test,mathdial:4d20be649bb5cf7669c4,replace_pedagogical_risk_with_difficulty,False,,False,,0.0,,0
mathdial,test,mathdial:4d20be649bb5cf7669c4,replace_two_phase_commit_with_naive_memory,False,,False,,0.0,,0
mathdial,test,mathdial:62e8a6c9bd38478a754e,ours_full,False,,False,,0.0,,0
mathdial,test,mathdial:62e8a6c9bd38478a754e,ablate_risk_estimator,False,,False,,0.0,,0
mathdial,test,mathdial:62e8a6c9bd38478a754e,ablate_qos_routing,False,,False,,0.0,,0
mathdial,test,mathdial:62e8a6c9bd38478a754e,ablate_budget_controller,False,,False,,0.0,,0
mathdial,test,mathdial:62e8a6c9bd38478a754e,ablate_leakage_risk,False,,False,,0.0,,0
mathdial,test,mathdial:62e8a6c9bd38478a754e,ablate_misconception_risk,False,,False,,0.0,,0
mathdial,test,mathdial:62e8a6c9bd38478a754e,ablate_state_conflict_risk,False,,False,,0.0,,0
mathdial,test,mathdial:62e8a6c9bd38478a754e,ablate_state_commit,False,,False,,0.0,,0
mathdial,test,mathdial:62e8a6c9bd38478a754e,ablate_confidence_weighted_commit,False,,False,,0.0,,0
mathdial,test,mathdial:62e8a6c9bd38478a754e,replace_pedagogical_risk_with_difficulty,False,,False,,0.0,,0
mathdial,test,mathdial:62e8a6c9bd38478a754e,replace_two_phase_commit_with_naive_memory,False,,False,,0.0,,0
bridge,test,bridge:01f00b178dae75865fd7,ours_full,False,,False,,0.0,,0
bridge,test,bridge:01f00b178dae75865fd7,ablate_risk_estimator,False,,False,,0.0,,0
bridge,test,bridge:01f00b178dae75865fd7,ablate_qos_routing,False,,False,,0.0,,0
bridge,test,bridge:01f00b178dae75865fd7,ablate_budget_controller,False,,False,,0.0,,0
bridge,test,bridge:01f00b178dae75865fd7,ablate_leakage_risk,False,,False,,0.0,,0
bridge,test,bridge:01f00b178dae75865fd7,ablate_misconception_risk,False,,False,,0.0,,0
bridge,test,bridge:01f00b178dae75865fd7,ablate_state_conflict_risk,False,,False,,0.0,,0
bridge,test,bridge:01f00b178dae75865fd7,ablate_state_commit,False,,False,,0.0,,0
bridge,test,bridge:01f00b178dae75865fd7,ablate_confidence_weighted_commit,False,,False,,0.0,,0
bridge,test,bridge:01f00b178dae75865fd7,replace_pedagogical_risk_with_difficulty,False,,False,,0.0,,0
bridge,test,bridge:01f00b178dae75865fd7,replace_two_phase_commit_with_naive_memory,False,,False,,0.0,,0
bridge,test,bridge:08e604989d3cfc56a7b8,ours_full,False,,False,,0.0,,0
bridge,test,bridge:08e604989d3cfc56a7b8,ablate_risk_estimator,False,,False,,0.0,,0
bridge,test,bridge:08e604989d3cfc56a7b8,ablate_qos_routing,False,,False,,0.0,,0
bridge,test,bridge:08e604989d3cfc56a7b8,ablate_budget_controller,False,,False,,0.0,,0
bridge,test,bridge:08e604989d3cfc56a7b8,ablate_leakage_risk,False,,False,,0.0,,0
bridge,test,bridge:08e604989d3cfc56a7b8,ablate_misconception_risk,False,,False,,0.0,,0
bridge,test,bridge:08e604989d3cfc56a7b8,ablate_state_conflict_risk,False,,False,,0.0,,0
bridge,test,bridge:08e604989d3cfc56a7b8,ablate_state_commit,False,,False,,0.0,,0
bridge,test,bridge:08e604989d3cfc56a7b8,ablate_confidence_weighted_commit,False,,False,,0.0,,0
bridge,test,bridge:08e604989d3cfc56a7b8,replace_pedagogical_risk_with_difficulty,False,,False,,0.0,,0
bridge,test,bridge:08e604989d3cfc56a7b8,replace_two_phase_commit_with_naive_memory,False,,False,,0.0,,0
bridge,test,bridge:0f738dbcbbabf0f358eb,ours_full,False,,False,,0.0,,0
bridge,test,bridge:0f738dbcbbabf0f358eb,ablate_risk_estimator,False,,False,,0.0,,0
bridge,test,bridge:0f738dbcbbabf0f358eb,ablate_qos_routing,False,,False,,0.0,,0
bridge,test,bridge:0f738dbcbbabf0f358eb,ablate_budget_controller,False,,False,,0.0,,0
bridge,test,bridge:0f738dbcbbabf0f358eb,ablate_leakage_risk,False,,False,,0.0,,0
bridge,test,bridge:0f738dbcbbabf0f358eb,ablate_misconception_risk,False,,False,,0.0,,0
bridge,test,bridge:0f738dbcbbabf0f358eb,ablate_state_conflict_risk,False,,False,,0.0,,0
bridge,test,bridge:0f738dbcbbabf0f358eb,ablate_state_commit,False,,False,,0.0,,0
bridge,test,bridge:0f738dbcbbabf0f358eb,ablate_confidence_weighted_commit,False,,False,,0.0,,0
bridge,test,bridge:0f738dbcbbabf0f358eb,replace_pedagogical_risk_with_difficulty,False,,False,,0.0,,0
bridge,test,bridge:0f738dbcbbabf0f358eb,replace_two_phase_commit_with_naive_memory,False,,False,,0.0,,0
misconception,test,misconception:03284f2544d557233213,ours_full,False,,False,,0.0,,0
misconception,test,misconception:03284f2544d557233213,ablate_risk_estimator,False,,False,,0.0,,0
misconception,test,misconception:03284f2544d557233213,ablate_qos_routing,False,,False,,0.0,,0
misconception,test,misconception:03284f2544d557233213,ablate_budget_controller,False,,False,,0.0,,0
misconception,test,misconception:03284f2544d557233213,ablate_leakage_risk,False,,False,,0.0,,0
misconception,test,misconception:03284f2544d557233213,ablate_misconception_risk,False,,False,,0.0,,0
misconception,test,misconception:03284f2544d557233213,ablate_state_conflict_risk,False,,False,,0.0,,0
misconception,test,misconception:03284f2544d557233213,ablate_state_commit,False,,False,,0.0,,0
misconception,test,misconception:03284f2544d557233213,ablate_confidence_weighted_commit,False,,False,,0.0,,0
misconception,test,misconception:03284f2544d557233213,replace_pedagogical_risk_with_difficulty,False,,False,,0.0,,0
misconception,test,misconception:03284f2544d557233213,replace_two_phase_commit_with_naive_memory,False,,False,,0.0,,0
misconception,test,misconception:0f0845709cf41aa95e30,ours_full,False,,False,,0.0,,0
misconception,test,misconception:0f0845709cf41aa95e30,ablate_risk_estimator,False,,False,,0.0,,0
misconception,test,misconception:0f0845709cf41aa95e30,ablate_qos_routing,False,,False,,0.0,,0
